index,network,title,imdb,engagement,date_aired,format,monster_gender,motive,fred_va,daphnie_va,velma_va,shaggy_va,scooby_va
447,Cartoon Network,Attack of the Headless Horror,8.1,196.0,2011-06-28,TV Series,Male,Competition,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
448,Cartoon Network,A Haunting in Crystal Cove,8.6,211.0,2011-07-05,TV Series,Male,Theft,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
449,Cartoon Network,Dead Justice,8.2,194.0,2011-07-12,TV Series,Male,Competition,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
450,Cartoon Network,Pawn of Shadows,8.8,212.0,2011-07-19,TV Series,Female,Theft,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
451,Cartoon Network,All Fear the Freak,9.2,272.0,2011-07-26,TV Series,Male,Theft,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
452,Warner Home Video,Scooby-Doo! Legend of the Phantosaur,6.8,1899.0,2011-09-06,Movie,Male,Natural Resource,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
453,Warner Home Video,Scooby-Doo! Music of the Vampire,6.5,1573.0,2012-03-13,Movie,Male,Competition,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
454,Warner Home Video,Scooby-Doo! Spooky Games,6.9,195.0,2012-07-17,TV Series,Male,Competition,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
455,Cartoon Network,The Night the Clown Cried,8.5,226.0,2012-07-30,TV Series,Male,,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
457,Cartoon Network,The Night the Clown Cried II - Tears of Doom,8.4,197.0,2012-08-01,TV Series,Male,Abduction,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
458,Cartoon Network,Web of the Dreamweaver!,8.2,192.0,2012-08-02,TV Series,Male,Competition,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
459,Cartoon Network,The Hodag of Horror,8.4,188.0,2012-08-03,TV Series,Male,Theft,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
460,Cartoon Network,Art of Darkness,7.7,177.0,2012-08-06,TV Series,Male,Competition,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
461,Cartoon Network,The Gathering Gloom,8.2,172.0,2012-08-07,TV Series,Male,Natural Resource,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
462,Cartoon Network,Night on Haunted Mountain,8.3,183.0,2012-08-08,TV Series,Female,Treasure,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
463,Cartoon Network,Grrim Judgment,8.3,176.0,2012-08-09,TV Series,Male,Competition,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
464,Cartoon Network,Night Terrors,9.1,202.0,2012-08-10,TV Series,Male,Competition,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
466,Cartoon Network,Scarebear,8.2,169.0,2012-08-14,TV Series,Male,Preservation,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
467,Cartoon Network,Wrath of the Krampus,8.9,207.0,2012-08-15,TV Series,Male,Theft,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
468,Cartoon Network,Heart of Evil,7.6,174.0,2012-08-16,TV Series,Male,Theft,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
469,Cartoon Network,Theater of Doom,8.6,180.0,2012-08-17,TV Series,Male,Theft,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
470,Warner Home Video,Big Top Scooby-Doo!,6.9,1442.0,2012-10-09,Movie,Male,Theft,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
471,Warner Home Video,Scooby-Doo! Haunted Holidays,7.0,392.0,2012-10-16,TV Series,Male,Competition,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
472,Warner Home Video,Scooby-Doo! Mask of the Blue Falcon,6.8,1485.0,2013-02-26,Movie,Male,Competition,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
475,Cartoon Network,Dance of the Undead,8.0,180.0,2013-03-26,TV Series,Male,Competition,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
476,Cartoon Network,The Devouring,7.8,166.0,2013-03-27,TV Series,Male,Competition,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
477,Cartoon Network,Stand and Deliver,8.3,171.0,2013-03-28,TV Series,Male,Competition,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
479,Cartoon Network,Nightmare in Red,8.9,187.0,2013-04-02,TV Series,Male,Preservation,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
480,Cartoon Network,Dark Night of Hunters,8.4,165.0,2013-04-03,TV Series,Female,Competition,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
481,Cartoon Network,Gates of Gloom,8.7,169.0,2013-04-04,TV Series,Male,Treasure,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
482,Cartoon Network,Through the Curtain,9.0,184.0,2013-04-05,TV Series,Male,Conquer,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
483,Cartoon Network,Come Undone,9.3,260.0,2013-04-05,TV Series,Male,Conquer,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
484,Warner Home Video,Scooby-Doo Adventure: The Mystery Map!,5.1,294.0,2013-07-23,Movie,Male,Treasure,Frank Welker,Grey DeLisle,Stephanie D'Abruzzo,Matthew Lillard,Frank Welker
485,Warner Home Video,Scooby-Doo! Stage Fright,7.1,1380.0,2013-08-20,Movie,Male,Theft,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
486,Warner Home Video,Scooby-Doo! and the Spooky Scarecrow,7.3,403.0,2013-09-10,TV Series,Male,Theft,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
487,Warner Home Video,Scooby-Doo! Mecha Mutt Menace,6.5,242.0,2013-09-24,TV Series,Male,Competition,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
488,Warner Home Video,Scooby-Doo! Wrestlemania Mystery,6.3,2825.0,2014-03-25,Movie,Male,Competition,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
489,Warner Home Video,Scooby-Doo! Ghastly Goals!,6.6,216.0,2014-05-13,TV Series,Male,Theft,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
490,Warner Home Video,Scooby-Doo! Frankencreepy,6.7,1541.0,2014-08-19,Movie,Male,Competition,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
491,Warner Home Video,Scooby-Doo! Moon Monster Madness,6.5,1269.0,2015-02-17,Movie,Male,Competition,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
492,Warner Home Video,Scooby-Doo! and the Beach Beastie,7.1,188.0,2015-05-05,TV Series,Male,Theft,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
494,Cartoon Network,Mystery 101,7.9,122.0,2015-10-05,TV Series,Male,Competition,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
495,Cartoon Network,Game of Chicken,7.2,102.0,2015-10-06,TV Series,Male,Treasure,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
496,Cartoon Network,All Pawns on Deck,7.4,101.0,2015-10-07,TV Series,Male,Treasure,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
497,Cartoon Network,Poodle Justice,7.3,85.0,2015-10-08,TV Series,Male,Competition,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
498,Cartoon Network,Grand Scam,7.3,78.0,2015-10-09,TV Series,Male,Competition,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
499,Cartoon Network,Trading Chase,7.6,80.0,2015-10-12,TV Series,Male,Theft,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
500,Cartoon Network,"Be Quiet, Scooby-Doo!",7.5,84.0,2015-10-15,TV Series,Male,Competition,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
501,Cartoon Network,Party Like It's 1899,8.2,88.0,2015-10-19,TV Series,Male,Theft,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
502,Cartoon Network,Screama Donna,7.4,72.0,2015-10-20,TV Series,Female,Competition,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
503,Cartoon Network,Kitchen Frightmare,7.5,75.0,2015-10-21,TV Series,Male,Competition,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
504,Cartoon Network,"Me, Myself, and A.I.",7.5,72.0,2015-10-22,TV Series,Male,Competition,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
505,Cartoon Network,Area 51 Adjacent,7.4,71.0,2015-10-23,TV Series,Male,Competition,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
506,Cartoon Network,"Where There's a Will, There's a Wraith",7.5,81.0,2015-10-28,TV Series,Male,Inheritance,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
507,Cartoon Network,Scooby-Doo! Knight Time Terror,6.6,288.0,2015-11-25,TV Series,Male,Treasure,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
508,Cartoon Network,Scary Christmas,7.4,75.0,2015-12-05,TV Series,Male,Theft,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
509,Cartoon Network,"If You Can't Scooby-Doo the Time,Don't Scooby-Doo the Crime",7.7,72.0,2015-12-10,TV Series,Male,Theft,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
510,Cartoon Network,Gremlin on a Plane,7.8,66.0,2016-02-13,TV Series,Male,Competition,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
511,Cartoon Network,Sorcerer Snacks Scare,7.9,67.0,2016-02-20,TV Series,Male,Competition,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
512,Cartoon Network,Saga of the Swamp Beast,8.2,67.0,2016-02-27,TV Series,Male,Theft,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
513,Cartoon Network,"Be Cold, Scooby-Doo!",7.5,63.0,2016-03-05,TV Series,Male,Preservation,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
514,Warner Home Video,LEGO Scooby-Doo! Haunted Hollywood,5.9,1144.0,2016-03-10,Movie,Male,Competition,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
515,Cartoon Network,Giant Problems,7.4,58.0,2016-03-12,TV Series,Male,Competition,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
516,Boomerang,Eating Crow,7.4,54.0,2016-03-23,TV Series,Male,Natural Resource,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
517,Warner Home Video,Scooby-Doo! and WWE: Curse of the Speed Demon,6.2,1179.0,2016-08-09,Movie,Male,Competition,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
518,Warner Home Video,Scooby-Doo! Shaggy's Showdown,6.8,1120.0,2017-02-14,Movie,Male,Theft,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
519,Boomerang,I Scooby Dooby Do,7.2,58.0,2017-06-20,TV Series,Female,Competition,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
520,Boomerang,El Bandito,7.6,52.0,2017-06-20,TV Series,Male,Treasure,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
521,Boomerang,Into the Mouth Madcap,7.2,50.0,2017-06-20,TV Series,Male,Competition,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
522,Boomerang,The Norse Case Scenario,7.3,48.0,2017-06-20,TV Series,Male,Natural Resource,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
523,Boomerang,The People vs. Fred Jones,7.7,50.0,2017-06-20,TV Series,Male,Theft,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
525,Boomerang,Some Fred Time,8.2,53.0,2017-11-14,TV Series,Male,Competition,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
526,Boomerang,There Wolf,7.5,40.0,2017-11-15,TV Series,Male,Theft,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
527,Boomerang,Renn Scare,7.4,40.0,2017-11-15,TV Series,Male,Competition,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
528,Boomerang,How to Train Your Coward,7.6,42.0,2017-12-21,TV Series,Male,Theft,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
529,Boomerang,Worst in Show,7.1,38.0,2017-11-17,TV Series,Male,Competition,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
532,Boomerang,The Curse of Kaniaku,7.5,39.0,2017-11-19,TV Series,Male,Competition,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
533,Boomerang,Vote Velma,6.6,40.0,2017-11-19,TV Series,Male,Competition,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
535,Boomerang,In Space,8.0,44.0,2017-11-20,TV Series,Male,Natural Resource,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
536,Boomerang,Doo Not Distrub,7.9,50.0,2017-11-21,TV Series,Female,Competition,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
537,Boomerang,Silver Scream,7.4,38.0,2017-11-22,TV Series,Male,Competition,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
538,Boomerang,Fright of Hand,7.2,35.0,2017-11-22,TV Series,Male,Competition,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
539,Boomerang,Greece in the World,6.7,35.0,2017-11-23,TV Series,Female,Competition,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
540,Cartoon Network,Batman: The Brave and the Bold: Bat-Mite Presents: Batman's Strangest Cases!,6.6,1698.0,2018-01-09,Movie,Male,Conquer,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
541,Boomerang,American Goth,7.1,41.0,2018-03-08,TV Series,Male,Competition,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
542,Boomerang,Omelettes Are Forever,7.2,31.0,2018-03-09,TV Series,Male,Competition,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
543,Boomerang,Ghost in the Mystery Machine,7.4,36.0,2018-03-10,TV Series,Female,Competition,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
544,Boomerang,Naughty or Ice,7.4,38.0,2018-03-11,TV Series,Male,Theft,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
545,Boomerang,Night of the Upsetting Shorts,7.3,39.0,2018-03-12,TV Series,Male,Competition,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
546,Boomerang,Junkyard Dogs,6.9,37.0,2018-03-13,TV Series,Male,Theft,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
547,Boomerang,Protein Titans 2,6.7,33.0,2018-03-14,TV Series,Male,Competition,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
548,Boomerang,World of Witchcraft,6.9,33.0,2018-03-15,TV Series,Male,Theft,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
549,Boomerang,Professor Huh? Part 1,7.8,37.0,2018-03-16,TV Series,Male,,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
550,Boomerang,Professor Huh? Part 6 3/4,7.9,36.0,2018-03-17,TV Series,Male,Competition,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
551,Boomerang,Pizza O'Possumm's,6.8,31.0,2018-03-18,TV Series,Male,Competition,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
552,Boomerang,The Curse of Half-Beard's Booty,6.8,31.0,2018-03-18,TV Series,Male,Treasure,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
553,The CW,Scoobynatural,9.6,6929.0,2018-03-29,Crossover,Male,Competition,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
555,Warner Home Video,Scooby-Doo! and the Gourmet Ghost,7.3,825.0,2018-09-11,Movie,Male,Competition,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
556,Cartoon Network,Monster Party,8.1,26.0,2018-10-01,Crossover,Male,,,,,,
557,Warner Home Video,Scooby-Doo! and the Curse of the 13th Ghost,6.5,1182.0,2019-02-05,Movie,Male,Treasure,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
558,Boomerang,Revenge of the Swamp Monster,7.0,126.0,2019-06-27,TV Series,Male,Competition,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
559,Boomerang,A Mystery Solving Gang Divided,7.9,93.0,2019-07-02,TV Series,Male,Treasure,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
560,Boomerang,Peebles' Pet Show of Terrible Terrors!,7.9,79.0,2019-07-11,TV Series,Male,Competition,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
561,Boomerang,"Elementary, My Dear Shaggy!",8.1,78.0,2019-07-18,TV Series,Male,Theft,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
563,Boomerang,Ollie Ollie In-Come Free!,7.3,84.0,2019-07-25,TV Series,Male,Theft,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
564,Boomerang,The Scooby of a Thousand Faces!,8.1,74.0,2019-08-01,TV Series,Male,Treasure,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
565,Boomerang,The Cursed Cabinet of Professor Madds Markson,8.3,70.0,2019-08-08,TV Series,Male,Entertainment,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
566,Boomerang,When Urkel-Bots Go Bad!,6.5,74.0,2019-08-15,TV Series,Male,Natural Resource,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
567,Boomerang,The Fastest Food Fiend!,7.5,52.0,2019-08-22,TV Series,Male,Competition,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
568,Boomerang,Attack of the Weird Al-Osaurus!,7.5,61.0,2019-08-29,TV Series,Male,Natural Resource,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
569,Boomerang,"Now You Sia, Now You Don't!",7.4,59.0,2019-09-05,TV Series,Female,Theft,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
570,Boomerang,Quit Clowning!,7.4,47.0,2019-09-12,TV Series,Male,Competition,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
571,Boomerang,"What a Night, for a Dark Knight",8.7,84.0,2019-09-19,TV Series,Male,Theft,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
572,Cartoon Network,Cartoon Feud,6.4,38.0,2019-10-04,Crossover,Male,Competition,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
573,Warner Bros. Picture,SCOOB!,5.7,20226.0,2020-05-15,Movie (Theatrical),Male,Treasure,Zac Efron,Amanda Seyfried,Gina Rodriuez,Will Forte,Frank Welker
574,Boomerang,The Nightmare Ghost of Psychic U!,8.1,38.0,2020-07-02,TV Series,Male,Inheritance,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
575,Boomerang,"The Sword, the Fox and the Scooby-Doo!",8.8,35.0,2020-07-02,TV Series,Male,Theft,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
577,Boomerang,Hollywood Knights!,8.1,25.0,2020-07-02,TV Series,Male,Inheritance,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
578,Boomerang,The New York Underground!,7.8,27.0,2020-07-02,TV Series,Male,Treasure,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
579,Boomerang,Fear the Fire Beast!,7.7,23.0,2020-07-02,TV Series,Male,Competition,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
580,Boomerang,Too Many Dummies!,8.2,28.0,2020-07-02,TV Series,Male,Competition,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
581,Boomerang,Dance Matron of Mayhem,7.6,22.0,2020-07-02,TV Series,Female,Competition,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
582,Boomerang,The Wedding Witch of Wainsly Hall!,8.6,19.0,2020-07-02,TV Series,Female,Theft,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
583,Boomerang,A Run Cycle Through Time!,7.9,21.0,2020-07-02,TV Series,Male,Simulation,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
584,Boomerang,I Put a Hex on You!,8.4,25.0,2020-07-02,TV Series,Female,Competition,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
585,Boomerang,The High School Wolfman's Musical Lament!,7.6,27.0,2020-07-02,TV Series,Male,Competition,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
586,Boomerang,Space Station Scooby,8.2,24.0,2020-07-02,TV Series,Male,Theft,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
587,Boomerang,"The Phantom, the Talking Dog and the Hot Hot Hot Sauce!",,,2020-10-01,TV Series,Male,Treasure,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
588,Boomerang,The Last Inmate!,,,2020-10-01,TV Series,Male,Treasure,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
589,Boomerang,The Horrible Haunted Hospital of Dr. Phineas Phrag!,,,2020-10-01,TV Series,Male,Natural Resource,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
590,Boomerang,The Hot Dog Dog!,,,2020-10-01,TV Series,Male,Competition,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
591,Boomerang,A Moveable Mystery!,,,2020-10-01,TV Series,Male,Theft,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
592,Boomerang,The Feast of Dr. Frankenfooder!,,,2020-10-01,TV Series,Male,Competition,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
593,Boomerang,A Fashion Nightmare,,,2020-10-01,TV Series,Male,Theft,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
594,Boomerang,Scooby on Ice!,,,2020-10-01,TV Series,Male,Natural Resource,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
595,Boomerang,Caveman on the Half-Pipe,,,2020-10-01,TV Series,Male,Treasure,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
596,Boomerang,The Crown Jewel of Boxing!,,,2020-10-01,TV Series,Male,Treasure,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
597,Boomerang,The Internet on Haunted House Hill!,,,2020-10-01,TV Series,Male,Treasure,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
598,Boomerang,The 7th Inning Scare!,,,2020-10-01,TV Series,Male,Entertainment,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
599,Boomerang,The Dreaded Remake of Jekyll & Hyde!,,,2020-10-01,TV Series,Male,Theft,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
600,Warner Home Video,"Happy Halloween, Scooby-Doo!",6.3,978.0,2020-10-06,Movie,Male,Natural Resource,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
602,Boomerang,Dark Diner of Route 66!,,,2021-02-25,TV Series,Male,Treasure,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
603,Boomerang,Total Jeopardy!,,,2020-11-13,TV Series,Male,Competition,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
