index,series_name,network,imdb,engagement,date_aired,run_time,format,monster_name,monster_gender,monster_type,monster_species,monster_real,monster_amount,suspects_amount,arrested,culprit_gender,culprit_amount,motive,split_up,another_mystery,set_a_trap,jeepers,jinkies,my_glasses,just_about_wrapped_up,zoinks,groovy,scooby_doo_where_are_you,rooby_rooby_roo
135,The Scooby-Doo Show,ABC,7.5,84.0,1978-11-18,23,TV Series,Phantom,Male,Ghost,Human,False,1,6,True,Male,1,Smuggling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
136,The Scooby-Doo Show,ABC,7.5,85.0,1978-11-25,23,TV Series,Moon Monster,Male,Ghost,Beast,False,1,3,True,Male,1,Theft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
137,The Scooby-Doo Show,ABC,7.5,92.0,1978-12-02,23,TV Series,Ghostly Gondolier,Male,Ghost,Human,False,1,4,True,Male,1,Treasure,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0
138,The Scooby-Doo Show,ABC,7.2,83.0,1978-12-09,23,TV Series,Ghost of Juan Carlos,Male,Ghost,Human,False,1,5,True,Male,1,Treasure,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0
139,The Scooby-Doo Show,ABC,6.8,84.0,1978-12-16,23,TV Series,"Anthos,Devil Hound","Male,Male","Ancient,Animal","Human,Hound",False,2,4,True,"Male,Male",2,Competition,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0
140,The Scooby-Doo Show,ABC,7.1,84.0,1978-12-23,23,TV Series,Beast of Bottomless Lake,Male,Animal,Sea-Monster,False,1,4,True,Female,1,Smuggling,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,1.0
141,Scooby-Doo and Scrappy-Doo (first series),ABC,7.6,67.0,1979-09-22,21,TV Series,Blue Scarab,Male,Disguised,Human,False,1,4,True,Male,1,Competition,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
142,Scooby-Doo and Scrappy-Doo (first series),ABC,7.6,59.0,1979-09-29,21,TV Series,Night Ghoul,Male,Undead,Human,False,1,4,True,Male,1,Theft,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0
143,Scooby-Doo and Scrappy-Doo (first series),ABC,7.6,54.0,1979-10-06,21,TV Series,Alien,Male,Extraterrestrial,Alien,False,1,3,True,Female,1,Smuggling,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0
144,Scooby-Doo and Scrappy-Doo (first series),ABC,7.4,55.0,1979-10-13,21,TV Series,Neon Phantom,Male,Ghost,Human,False,1,3,True,Male,1,Competition,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,1.0
145,Scooby-Doo and Scrappy-Doo (first series),ABC,7.5,51.0,1979-10-20,21,TV Series,"Snake Demon,Clown","Male,Male","Animal,Disguised","Snake,Human",False,2,4,True,Male,1,Smuggling,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0
146,Scooby-Doo and Scrappy-Doo (first series),ABC,7.4,51.0,1979-10-27,21,TV Series,Sky Skeleton,Male,Undead,Human,False,1,4,True,Male,1,Natural Resource,0.0,0.0,0.0,1.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0
147,Scooby-Doo and Scrappy-Doo (first series),ABC,7.5,51.0,1979-11-03,21,TV Series,Dragon Beast,Male,Mythical,Dragon,False,1,3,True,Male,1,Theft,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0
148,Scooby-Doo and Scrappy-Doo (first series),ABC,7.3,53.0,1979-11-10,21,TV Series,Devil Bear,Male,Animal,Bear,False,1,4,True,Male,1,Treasure,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
149,Scooby-Doo and Scrappy-Doo (first series),ABC,7.6,47.0,1979-11-17,21,TV Series,Sea Beast of the Aztecs,Male,Animal,Sea-Monster,False,1,2,True,Male,1,Treasure,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,1.0
150,Scooby-Doo and Scrappy-Doo (first series),ABC,8.0,52.0,1979-11-24,21,TV Series,Lady Vampire of the Bat,Female,Undead,Human,False,1,3,True,Female,1,Theft,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0
151,Scooby-Doo and Scrappy-Doo (first series),ABC,7.2,48.0,1979-12-01,21,TV Series,Star Creature,Male,Extraterrestrial,Star,False,1,4,True,Male,1,Theft,0.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0
152,Scooby-Doo and Scrappy-Doo (first series),ABC,7.7,52.0,1979-12-08,21,TV Series,Shadow Creature,Male,Animal,Creature,False,1,4,True,Male,1,Theft,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0
154,Scooby-Doo and Scrappy-Doo (first series),ABC,7.5,48.0,1979-12-15,21,TV Series,Ghost of Jeremiah Pratt,Male,Ghost,Human,False,1,3,True,Male,1,Treasure,0.0,0.0,0.0,0.0,5.0,0.0,0.0,8.0,0.0,0.0,1.0
155,Scooby-Doo and Scrappy-Doo (first series),ABC,7.3,47.0,1979-12-22,21,TV Series,Ghost of the Great Haldane,Male,Ghost,Human,False,1,4,True,Male,1,Theft,1.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0
156,Scooby-Doo and Scrappy-Doo (first series),ABC,7.5,46.0,1979-12-29,21,TV Series,Minotaur,Male,Mythical,Minotaur,False,1,3,True,Male,1,Treasure,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,1.0
268,The New Scooby-Doo Mysteries,ABC,7.2,45.0,1984-09-08,23,TV Series,Red Skull,Male,Disguised,Human,False,1,4,True,Male,1,Theft,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
277,The New Scooby-Doo Mysteries,ABC,6.9,36.0,1984-10-13,23,TV Series,"Zombies,Zombies,Zombies,Zombies","Male,Male,Male,Male","Undead,Undead,Undead,Undead","Human,Human,Human,Human",False,4,4,True,"Female,Male,Male,Male",4,Treasure,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0
280,The New Scooby-Doo Mysteries,ABC,8.0,47.0,1984-10-27,23,TV Series,Ghost of Dr. Van Helsing,Male,Ghost,Human,False,1,4,False,"Male,Female",2,Theft,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0
302,A Pup Named Scooby-Doo,ABC,7.3,68.0,1988-09-10,23,TV Series,Ghost,Male,Ghost,Human,False,1,2,True,Male,1,Counterfeit,2.0,0.0,0.0,0.0,3.0,1.0,0.0,5.0,0.0,1.0,1.0
303,A Pup Named Scooby-Doo,ABC,7.5,58.0,1988-09-17,23,TV Series,Sludge Monster from the Earth's Croe,Male,Possessed Object,Sludge-Monster,False,1,2,True,Male,1,Theft,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0
304,A Pup Named Scooby-Doo,ABC,8.0,55.0,1988-09-24,23,TV Series,Dr. Croaker,Male,Animal,Frog,False,1,3,True,Male,1,Theft,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0
305,A Pup Named Scooby-Doo,ABC,7.5,61.0,1988-10-01,23,TV Series,Cheese Monster,Male,Possessed Object,Cheese,False,1,3,True,Male,1,Competition,1.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0,1.0
306,A Pup Named Scooby-Doo,ABC,7.4,44.0,1988-10-08,23,TV Series,Ghost of Al Cabone,Male,Ghost,Human,False,1,4,True,Female,1,Competition,1.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,1.0
307,A Pup Named Scooby-Doo,ABC,7.6,50.0,1988-10-15,23,TV Series,Boogedy Bones,Male,Undead,Human,False,1,2,True,"Female,Male",2,Theft,1.0,1.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,2.0,1.0
309,A Pup Named Scooby-Doo,ABC,7.8,44.0,1988-10-22,23,TV Series,Ice Demon,Male,Possessed Object,Ice,False,1,3,True,Male,1,Natural Resource,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0
310,A Pup Named Scooby-Doo,ABC,7.7,47.0,1988-10-29,23,TV Series,Samurai Ghost,Male,Ghost,Human,False,1,3,True,Male,1,Theft,1.0,0.0,0.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,1.0
311,A Pup Named Scooby-Doo,ABC,7.0,47.0,1988-11-05,23,TV Series,Headless Skateboarder,Male,Undead,Human,False,1,3,True,"Female,Male",2,Smuggling,1.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0
312,A Pup Named Scooby-Doo,ABC,7.5,53.0,1988-11-12,23,TV Series,Boobeard,Male,Ghost,Human,False,1,5,True,Male,1,Competition,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,1.0
314,A Pup Named Scooby-Doo,ABC,6.9,46.0,1988-11-19,23,TV Series,Totem Spirit,Male,Possessed Object,Totem,False,1,3,True,Male,1,Competition,1.0,0.0,0.0,0.0,11.0,0.0,0.0,2.0,0.0,0.0,1.0
315,A Pup Named Scooby-Doo,ABC,7.2,44.0,1988-11-26,23,TV Series,Ghost of Chef Pierre Goulash,Male,Ghost,Human,False,1,3,True,Male,1,Theft,1.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0
316,A Pup Named Scooby-Doo,ABC,7.5,45.0,1988-12-03,23,TV Series,Stinkweed,Male,Plant,Plant-Monster,False,1,3,True,Male,1,Theft,2.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0
317,A Pup Named Scooby-Doo,ABC,7.7,43.0,1989-09-09,23,TV Series,Ghost of Buster McMutt Mauler,Male,Ghost,Human,False,1,3,True,Male,1,Theft,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0
318,A Pup Named Scooby-Doo,ABC,7.7,43.0,1989-09-16,23,TV Series,Alien,Male,Extraterrestrial,Alien,False,1,4,True,Female,1,Theft,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
319,A Pup Named Scooby-Doo,ABC,7.8,43.0,1989-09-23,23,TV Series,Ghost of Purvis Parker,Male,Undead,Human,False,1,4,True,Male,1,Theft,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0
320,A Pup Named Scooby-Doo,ABC,7.5,38.0,1989-09-30,23,TV Series,Chickenstein,Male,Undead,Chicken,False,1,4,True,Male,1,Smuggling,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0
321,A Pup Named Scooby-Doo,ABC,7.6,42.0,1989-10-07,23,TV Series,Burger Monster,Male,Possessed Object,Burger,False,1,4,True,Male,1,Competition,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
322,A Pup Named Scooby-Doo,ABC,7.7,40.0,1989-10-14,23,TV Series,Dinkley 2000,Male,Mechanical,Computer,False,1,5,True,Male,1,Competition,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0
324,A Pup Named Scooby-Doo,ABC,7.8,38.0,1989-10-28,23,TV Series,Ghost of Zombo,Male,Ghost,Human,False,1,5,True,Male,1,Competition,1.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,1.0,1.0
325,A Pup Named Scooby-Doo,ABC,7.1,37.0,1990-09-08,11,TV Series (segmented),Boogey Biker,Male,Undead,Human,False,1,2,False,Male,1,Assistance,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
326,A Pup Named Scooby-Doo,ABC,7.1,37.0,1990-09-08,11,TV Series (segmented),Astronaut Ghost,Male,Ghost,Human,False,1,3,True,Male,1,Competition,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0
327,A Pup Named Scooby-Doo,ABC,6.9,35.0,1990-10-06,23,TV Series,Bigwig,Male,Possessed Object,Hair,False,1,4,True,Male,1,Competition,1.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0,1.0
328,A Pup Named Scooby-Doo,ABC,7.2,38.0,1990-11-03,23,TV Series,Ghost of the Hooded Heifer,Male,Ghost,Human,False,1,8,True,Male,1,Competition,1.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0
329,A Pup Named Scooby-Doo,ABC,7.2,40.0,1991-08-03,23,TV Series,Nasty-Doo,Male,Animal,Hound,False,1,2,True,Male,1,Treasure,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0
331,A Pup Named Scooby-Doo,ABC,6.6,37.0,1991-08-10,11,TV Series (segmented),Ghost of Mrs. Shusham,Female,Ghost,Human,False,1,3,True,Female,1,Theft,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0
333,A Pup Named Scooby-Doo,ABC,7.2,32.0,1991-08-17,23,TV Series,Moving Mollusk,Male,Animal,Snail,False,1,4,True,Male,1,Competition,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0
335,Johnny Bravo,Cartoon Network,8.4,148.0,1997-07-25,22,Crossover,Ghostly Gardener,Male,Undead,Human,False,1,1,False,Female,1,Trespassing,1.0,0.0,0.0,0.0,2.0,1.0,0.0,5.0,0.0,0.0,1.0
338,The Scooby-Doo Project,Cartoon Network,7.4,390.0,1999-10-31,21,TV Series,"Casper County Monster,Casper County Monster","Male,Male","Animal,Animal","Forest-Monster,Forest-Monster",False,2,7,True,Male,1,Entertainment,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0
339,Warner Home Video,Warner Home Video,6.9,5625.0,2000-10-03,73,Movie,"Aliens,Aliens,Aliens","Male,Male,Male","Extraterrestrial,Extraterrestrial,Extraterrestrial","Alien,Alien,Alien",False,3,10,True,"Male,Male,Female,Male,Male",5,Natural Resource,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,14.0,0.0,2.0
340,Warner Home Video,Warner Home Video,7.0,6632.0,2001-10-09,73,Movie,Phantom Virus,Male,Possessed Object,Electric,True,1,4,True,Male,1,Competition,2.0,0.0,0.0,1.0,7.0,1.0,0.0,9.0,1.0,0.0,3.0
341,Night of the Living Doo,Cartoon Network,7.2,256.0,2001-10-31,16,TV Series,"Zombie,Mummy,Zombie Gary Coleman","Male,Male,Male","Undead,Undead,Undead","Human,Human,Human",False,3,2,True,Male,1,Competition,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
342,Warner Bros. Picture,Warner Bros. Picture,5.1,100951.0,2002-06-14,87,Movie (Theatrical),"Demons,Demons,Demons,Demons,Possessed College Kids,Possessed Fred,Possessed Marry Jane,Possessed Daphine,Possessed Velma,Scrappy-Rex","Male,Male,Male,Male,Male,Male,Female,Female,Female,Male","Mythical,Mythical,Mythical,Mythical,Possessed Object,Possessed Object,Possessed Object,Possessed Object,Possessed Object,Animal","Demon,Demon,Demon,Demon,Human,Human,Human,Human,Human,Hound",True,10,11,True,"Male,Male,Male,Male",4,Conquer,2.0,0.0,0.0,0.0,7.0,2.0,0.0,5.0,2.0,2.0,3.0
343,"Harvey Birdman, Attorney at Law",Adult Swim,8.1,133.0,2002-07-07,12,Crossover,Green Monster,Male,Plant,Weed,False,1,2,True,Male,0,Competition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,What's New Scooby-Doo?,The WB,7.5,176.0,2002-09-14,21,TV Series,Snow Creature,Male,Animal,Ice-Monster,False,1,6,True,Male,1,Competition,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
345,What's New Scooby-Doo?,The WB,7.4,150.0,2002-09-21,21,TV Series,Dinosaur Spirit,Male,Animal,Dinosaur,False,1,3,True,"Male,Female",2,Natural Resource,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
346,What's New Scooby-Doo?,The WB,7.6,151.0,2002-09-28,21,TV Series,The Alien,Male,Extraterrestrial,Alien,False,1,4,True,Female,1,Competition,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
347,What's New Scooby-Doo?,The WB,7.7,142.0,2002-10-05,21,TV Series,"Ghost of the Leland Brothers,Ghost of the Leland Brothers","Male,Male","Ghost,Ghost","Human,Human",False,2,4,True,Male,1,Competition,1.0,0.0,1.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0
348,What's New Scooby-Doo?,The WB,7.6,144.0,2002-10-26,21,TV Series,The Mystery Machine,Female,Possessed Object,Vehicle,False,1,5,False,Female,1,Competition,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0
349,What's New Scooby-Doo?,The WB,7.5,125.0,2002-11-02,21,TV Series,Ghost of Rufus Raucaus,Male,Ghost,Human,False,1,6,True,Female,1,Competition,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
350,What's New Scooby-Doo?,The WB,7.7,133.0,2002-11-09,21,TV Series,Roller Ghoster,Male,Animal,Beast,False,1,5,False,Female,1,Competition,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
351,What's New Scooby-Doo?,The WB,7.1,130.0,2002-11-23,21,TV Series,Jungle Demons,Male,Animal,Animal,False,1,5,True,"Female,Male",2,Smuggling,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0
352,What's New Scooby-Doo?,The WB,7.1,122.0,2002-11-30,21,TV Series,Motoshondu,Female,Animal,Sea-Monster,False,1,4,True,Male,1,Preservation,0.0,1.0,0.0,4.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0
353,What's New Scooby-Doo?,The WB,7.5,137.0,2002-12-13,21,TV Series,Headless Snowman,Male,Possessed Object,Snow-Man,False,1,4,False,Male,1,Treasure,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
354,What's New Scooby-Doo?,The WB,7.7,122.0,2003-02-01,21,TV Series,"Spaceman Swintons,Annabel Action Figure,Other Toys","Male,Female,Male","Mechanical,Mechanical,Mechanical","Toy,Toy,Toy",False,3,4,True,Male,1,Treasure,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
355,What's New Scooby-Doo?,The WB,7.5,115.0,2003-02-15,21,TV Series,Faceless Phantom,Male,Ghost,Human,False,1,5,False,Male,1,Competition,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
356,What's New Scooby-Doo?,The WB,7.1,110.0,2003-02-22,21,TV Series,Undead,Male,Ancient,Human,False,1,4,True,"Male,Male",2,Competition,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
357,Warner Home Video,Warner Home Video,6.6,4180.0,2003-03-04,72,Movie,"Yowie Yahoo,Dark Skull,Stormy Weathers,Lightning Strikes","Male,Male,Male,Male","Undead,Undead,Undead,Undead","Human,Human,Human,Human",False,4,10,True,"Male,Male,Male",3,Competition,1.0,1.0,0.0,1.0,2.0,1.0,0.0,8.0,0.0,0.0,1.0
358,What's New Scooby-Doo?,The WB,7.3,110.0,2003-03-22,21,TV Series,Baseball Specter,Male,Ghost,Human,False,1,5,True,Male,1,Competition,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
359,What's New Scooby-Doo?,The WB,7.2,112.0,2003-09-13,21,TV Series,"Ancient One,30 Foot Shaggy","Male,Male","Magician,Animal","Human,Human",False,2,3,True,Male,1,Competition,0.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
360,What's New Scooby-Doo?,The WB,7.6,102.0,2003-09-20,21,TV Series,"Mummy of Pharaoh Scamses,Zombies,Zombies,Zombies,Zombies,Zombie Fred,Zombie Daphnie,Zombie Velma","Male,Male,Male,Female,Male,Male,Female,Female","Undead,Undead,Undead,Undead,Undead,Undead,Undead,Undead","Human,Human,Human,Human,Human,Human,Human,Human",False,8,3,True,"Male,Female",2,Competition,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
361,What's New Scooby-Doo?,The WB,7.4,104.0,2003-09-27,21,TV Series,Gusano Grande,Male,Animal,Worm,False,1,5,True,Male,1,Competition,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0
362,Warner Home Video,Warner Home Video,6.5,3462.0,2003-09-30,72,Movie,"Chupacabra,Paco,Quetzalcoatl,Jaguar Statues,Aztec Giant Statue,Ghost of Señor Otero,Skeleton Man","Male,Male,Male,Male,Male,Male,Male","Animal,Animal,Mythical,Possessed Object,Possessed Object,Ghost,Undead","Chupacabra,Parrot,Dragon,Jaguar,Human,Human,Human",False,7,9,True,"Male,Female",2,Competition,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0
364,What's New Scooby-Doo?,The WB,7.4,105.0,2003-10-18,21,TV Series,Baron Fortescu,Male,Undead,Human,False,1,3,True,"Male,Male",2,Competition,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
365,What's New Scooby-Doo?,The WB,7.6,129.0,2003-10-25,21,TV Series,"Scarecrows,Ghost of Hank Banning","Male,Male","Possessed Object,Ghost","Human,Human",False,2,4,True,Female,1,Competition,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0
366,What's New Scooby-Doo?,The WB,7.2,97.0,2003-10-25,21,TV Series,Cat Creature,Male,Animal,Cat,False,1,5,True,"Female,Male,Male",3,Competition,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
367,What's New Scooby-Doo?,The WB,7.3,103.0,2004-03-20,21,TV Series,San Franpsycho,Male,Ancient,Human,False,1,5,True,Female,1,Competition,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
368,What's New Scooby-Doo?,The WB,7.5,113.0,2004-03-22,21,TV Series,Invisible Man,Male,Disguised,Human,False,1,9,True,"Male,Male,Male,Female",4,Competition,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
369,What's New Scooby-Doo?,The WB,7.5,109.0,2004-03-23,21,TV Series,"Scooby Snack Monster,Scooby Snack Monster","Male,Male","Possessed Object,Possessed Object","Scooby Snack,Scooby Snack",False,2,4,True,"Female,Female",2,Competition,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
370,What's New Scooby-Doo?,The WB,7.5,94.0,2004-03-24,21,TV Series,Glasburgh Dragon,Male,Mythical,Dragon,False,1,5,True,Male,1,Treasure,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0
371,What's New Scooby-Doo?,The WB,7.4,99.0,2004-03-25,21,TV Series,Fish Creature,Male,Animal,Fish,False,1,5,False,Male,1,Preservation,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
372,What's New Scooby-Doo?,The WB,7.2,96.0,2004-03-26,21,TV Series,"Wakumi,Shaman","Male,Male","Animal,Ancient","Bird,Human",False,2,5,True,Male,1,Preservation,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
373,Warner Bros. Picture,Warner Bros. Picture,5.1,50847.0,2004-03-26,93,Movie (Theatrical),"Masked Figure,Pterodactyl Ghost,Black Knight Ghost,Cotton Candy Glob,Tar Monster,Minder 49er,Captain Cutler's Ghost,Zombie,10000 Volt Ghost,Skeleton Men,Skeleton Men","Male,Male,Male,Male,Male,Male,Male,Male,Male,Male,Male","Disguised,Animal,Possessed Object,Possessed Object,Possessed Object,Ancient,Possessed Object,Undead,Ghost,Undead,Undead","Human,Pterodactyl,Human,Cotton Candy,Tar,Human,Human,Human,Human,Human,Human",True,11,5,True,"Male,Male",2,Competition,0.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,4.0
374,What's New Scooby-Doo?,The WB,7.4,91.0,2004-03-27,21,TV Series,Centaur,Male,Mythical,Centaur,False,1,4,True,Female,1,Treasure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
